Prefix, Date, Type, Value, Status 
rasp7, Tue Oct 21 02:52:50 2014, humidity, 51.50, 0 
rasp7, Tue Oct 21 02:52:50 2014, temperature, 35.30, 0 
rasp7, Tue Oct 21 02:53:50 2014, humidity, 52.80, 0 
rasp7, Tue Oct 21 02:53:50 2014, temperature, 35.30, 0 
rasp7, Tue Oct 21 02:54:50 2014, humidity, 57.40, 0 
rasp7, Tue Oct 21 02:54:50 2014, temperature, 35.30, 0 
rasp7, Tue Oct 21 02:55:50 2014, humidity, 56.50, 0 
rasp7, Tue Oct 21 02:55:50 2014, temperature, 35.40, 0 
rasp7, Tue Oct 21 02:56:50 2014, humidity, 53.70, 0 
rasp7, Tue Oct 21 02:56:50 2014, temperature, 35.40, 0 
rasp7, Tue Oct 21 02:57:50 2014, humidity, 55.20, 0 
rasp7, Tue Oct 21 02:57:50 2014, temperature, 35.40, 0 
rasp7, Tue Oct 21 02:58:50 2014, humidity, 56.20, 0 
rasp7, Tue Oct 21 02:58:50 2014, temperature, 35.40, 0 
rasp7, Tue Oct 21 02:59:50 2014, humidity, 57.00, 0 
rasp7, Tue Oct 21 02:59:50 2014, temperature, 35.40, 0 
rasp7, Tue Oct 21 03:00:50 2014, humidity, 54.50, 0 
rasp7, Tue Oct 21 03:00:50 2014, temperature, 35.40, 0 
rasp7, Tue Oct 21 03:01:50 2014, humidity, 56.00, 0 
rasp7, Tue Oct 21 03:01:50 2014, temperature, 35.40, 0 
rasp7, Tue Oct 21 03:02:50 2014, humidity, 56.20, 0 
rasp7, Tue Oct 21 03:02:50 2014, temperature, 35.40, 0 
rasp7, Tue Oct 21 03:03:50 2014, humidity, 55.70, 0 
rasp7, Tue Oct 21 03:03:50 2014, temperature, 35.40, 0 
rasp7, Tue Oct 21 03:04:50 2014, humidity, 51.80, 0 
rasp7, Tue Oct 21 03:04:50 2014, temperature, 35.40, 0 
rasp7, Tue Oct 21 03:05:50 2014, humidity, 51.10, 0 
rasp7, Tue Oct 21 03:05:50 2014, temperature, 35.40, 0 
rasp7, Tue Oct 21 03:06:50 2014, humidity, 53.30, 0 
rasp7, Tue Oct 21 03:06:50 2014, temperature, 35.40, 0 
rasp7, Tue Oct 21 03:07:50 2014, humidity, 51.70, 0 
rasp7, Tue Oct 21 03:07:50 2014, temperature, 35.30, 0 
rasp7, Tue Oct 21 03:08:50 2014, humidity, 51.30, 0 
rasp7, Tue Oct 21 03:08:50 2014, temperature, 35.30, 0 
rasp7, Tue Oct 21 03:09:50 2014, humidity, 51.50, 0 
rasp7, Tue Oct 21 03:09:50 2014, temperature, 35.40, 0 
rasp7, Tue Oct 21 03:10:50 2014, humidity, 54.70, 0 
rasp7, Tue Oct 21 03:10:50 2014, temperature, 35.30, 0 
rasp7, Tue Oct 21 03:11:50 2014, humidity, 53.70, 0 
rasp7, Tue Oct 21 03:11:50 2014, temperature, 35.30, 0 
rasp7, Tue Oct 21 03:12:50 2014, humidity, 54.50, 0 
rasp7, Tue Oct 21 03:12:50 2014, temperature, 35.30, 0 
rasp7, Tue Oct 21 03:13:50 2014, humidity, 55.30, 0 
rasp7, Tue Oct 21 03:13:50 2014, temperature, 35.30, 0 
rasp7, Tue Oct 21 03:14:50 2014, humidity, 52.50, 0 
rasp7, Tue Oct 21 03:14:50 2014, temperature, 35.40, 0 
rasp7, Tue Oct 21 03:15:50 2014, humidity, 52.00, 0 
rasp7, Tue Oct 21 03:15:50 2014, temperature, 35.40, 0 
rasp7, Tue Oct 21 03:16:50 2014, humidity, 54.30, 0 
rasp7, Tue Oct 21 03:16:50 2014, temperature, 35.40, 0 
rasp7, Tue Oct 21 03:17:50 2014, humidity, 56.10, 0 
rasp7, Tue Oct 21 03:17:50 2014, temperature, 35.40, 0 
rasp7, Tue Oct 21 03:18:50 2014, humidity, 54.80, 0 
rasp7, Tue Oct 21 03:18:50 2014, temperature, 35.40, 0 
rasp7, Tue Oct 21 03:19:50 2014, humidity, 52.90, 0 
rasp7, Tue Oct 21 03:19:50 2014, temperature, 35.40, 0 
rasp7, Tue Oct 21 03:20:50 2014, humidity, 55.50, 0 
rasp7, Tue Oct 21 03:20:50 2014, temperature, 35.40, 0 
rasp7, Tue Oct 21 03:21:50 2014, humidity, 54.70, 0 
rasp7, Tue Oct 21 03:21:50 2014, temperature, 35.40, 0 
rasp7, Tue Oct 21 03:22:50 2014, humidity, 51.20, 0 
rasp7, Tue Oct 21 03:22:50 2014, temperature, 35.40, 0 
rasp7, Tue Oct 21 03:23:50 2014, humidity, 53.20, 0 
rasp7, Tue Oct 21 03:23:50 2014, temperature, 35.40, 0 
rasp7, Tue Oct 21 03:24:50 2014, humidity, 52.10, 0 
rasp7, Tue Oct 21 03:24:50 2014, temperature, 35.40, 0 
rasp7, Tue Oct 21 03:25:50 2014, humidity, 52.80, 0 
rasp7, Tue Oct 21 03:25:50 2014, temperature, 35.40, 0 
rasp7, Tue Oct 21 03:26:50 2014, humidity, 49.70, 0 
rasp7, Tue Oct 21 03:26:50 2014, temperature, 35.40, 0 
rasp7, Tue Oct 21 03:27:50 2014, humidity, 48.60, 0 
rasp7, Tue Oct 21 03:27:50 2014, temperature, 35.40, 0 
rasp7, Tue Oct 21 03:28:50 2014, humidity, 51.20, 0 
rasp7, Tue Oct 21 03:28:50 2014, temperature, 35.40, 0 
rasp7, Tue Oct 21 03:29:50 2014, humidity, 52.80, 0 
rasp7, Tue Oct 21 03:29:50 2014, temperature, 35.40, 0 
rasp7, Tue Oct 21 03:30:50 2014, humidity, 52.90, 0 
rasp7, Tue Oct 21 03:30:50 2014, temperature, 35.40, 0 
rasp7, Tue Oct 21 03:31:50 2014, humidity, 53.30, 0 
rasp7, Tue Oct 21 03:31:50 2014, temperature, 35.40, 0 
rasp7, Tue Oct 21 03:32:50 2014, humidity, 55.60, 0 
rasp7, Tue Oct 21 03:32:50 2014, temperature, 35.30, 0 
rasp7, Tue Oct 21 03:33:50 2014, humidity, 53.10, 0 
rasp7, Tue Oct 21 03:33:50 2014, temperature, 35.30, 0 
rasp7, Tue Oct 21 03:34:50 2014, humidity, 52.20, 0 
rasp7, Tue Oct 21 03:34:50 2014, temperature, 35.30, 0 
rasp7, Tue Oct 21 03:35:50 2014, humidity, 53.40, 0 
rasp7, Tue Oct 21 03:35:50 2014, temperature, 35.40, 0 
rasp7, Tue Oct 21 03:36:50 2014, humidity, 54.10, 0 
rasp7, Tue Oct 21 03:36:50 2014, temperature, 35.40, 0 
rasp7, Tue Oct 21 03:37:50 2014, humidity, 52.30, 0 
rasp7, Tue Oct 21 03:37:50 2014, temperature, 35.30, 0 
rasp7, Tue Oct 21 03:38:50 2014, humidity, 54.30, 0 
rasp7, Tue Oct 21 03:38:50 2014, temperature, 35.30, 0 
rasp7, Tue Oct 21 03:39:50 2014, humidity, 56.20, 0 
rasp7, Tue Oct 21 03:39:50 2014, temperature, 35.30, 0 
rasp7, Tue Oct 21 03:40:50 2014, humidity, 53.60, 0 
rasp7, Tue Oct 21 03:40:50 2014, temperature, 35.20, 0 
rasp7, Tue Oct 21 03:41:50 2014, humidity, 56.10, 0 
rasp7, Tue Oct 21 03:41:50 2014, temperature, 35.20, 0 
rasp7, Tue Oct 21 03:42:50 2014, humidity, 56.70, 0 
rasp7, Tue Oct 21 03:42:50 2014, temperature, 35.30, 0 
rasp7, Tue Oct 21 03:43:50 2014, humidity, 57.20, 0 
rasp7, Tue Oct 21 03:43:50 2014, temperature, 35.20, 0 
rasp7, Tue Oct 21 03:44:50 2014, humidity, 55.50, 0 
rasp7, Tue Oct 21 03:44:50 2014, temperature, 35.20, 0 
rasp7, Tue Oct 21 03:45:50 2014, humidity, 54.90, 0 
rasp7, Tue Oct 21 03:45:50 2014, temperature, 35.20, 0 
rasp7, Tue Oct 21 03:46:50 2014, humidity, 54.20, 0 
rasp7, Tue Oct 21 03:46:50 2014, temperature, 35.10, 0 
rasp7, Tue Oct 21 03:47:50 2014, humidity, 53.50, 0 
rasp7, Tue Oct 21 03:47:50 2014, temperature, 35.20, 0 
rasp7, Tue Oct 21 03:48:50 2014, humidity, 56.50, 0 
rasp7, Tue Oct 21 03:48:50 2014, temperature, 35.20, 0 
rasp7, Tue Oct 21 03:49:50 2014, humidity, 55.90, 0 
rasp7, Tue Oct 21 03:49:50 2014, temperature, 35.20, 0 
rasp7, Tue Oct 21 03:50:50 2014, humidity, 55.40, 0 
rasp7, Tue Oct 21 03:50:50 2014, temperature, 35.20, 0 
rasp7, Tue Oct 21 03:51:50 2014, humidity, 54.40, 0 
rasp7, Tue Oct 21 03:51:50 2014, temperature, 35.20, 0 
rasp7, Tue Oct 21 03:52:50 2014, humidity, 54.80, 0 
rasp7, Tue Oct 21 03:52:50 2014, temperature, 35.30, 0 
rasp7, Tue Oct 21 03:53:50 2014, humidity, 56.60, 0 
rasp7, Tue Oct 21 03:53:50 2014, temperature, 35.30, 0 
rasp7, Tue Oct 21 03:54:51 2014, humidity, 54.70, 0 
rasp7, Tue Oct 21 03:54:51 2014, temperature, 35.30, 0 
rasp7, Tue Oct 21 03:55:51 2014, humidity, 58.00, 0 
rasp7, Tue Oct 21 03:55:51 2014, temperature, 35.30, 0 
rasp7, Tue Oct 21 03:56:51 2014, humidity, 56.50, 0 
rasp7, Tue Oct 21 03:56:51 2014, temperature, 35.40, 0 
rasp7, Tue Oct 21 03:57:51 2014, humidity, 56.50, 0 
rasp7, Tue Oct 21 03:57:51 2014, temperature, 35.30, 0 
rasp7, Tue Oct 21 03:58:51 2014, humidity, 54.80, 0 
rasp7, Tue Oct 21 03:58:51 2014, temperature, 35.30, 0 
rasp7, Tue Oct 21 03:59:51 2014, humidity, 56.10, 0 
rasp7, Tue Oct 21 03:59:51 2014, temperature, 35.30, 0 
rasp7, Tue Oct 21 04:00:51 2014, humidity, 55.70, 0 
rasp7, Tue Oct 21 04:00:51 2014, temperature, 35.30, 0 
rasp7, Tue Oct 21 04:01:51 2014, humidity, 53.20, 0 
rasp7, Tue Oct 21 04:01:51 2014, temperature, 35.30, 0 
rasp7, Tue Oct 21 04:02:51 2014, humidity, 53.40, 0 
rasp7, Tue Oct 21 04:02:51 2014, temperature, 35.20, 0 
rasp7, Tue Oct 21 04:03:51 2014, humidity, 53.50, 0 
rasp7, Tue Oct 21 04:03:51 2014, temperature, 35.20, 0 
rasp7, Tue Oct 21 04:04:51 2014, humidity, 54.40, 0 
rasp7, Tue Oct 21 04:04:51 2014, temperature, 35.30, 0 
rasp7, Tue Oct 21 04:05:51 2014, humidity, 55.00, 0 
rasp7, Tue Oct 21 04:05:51 2014, temperature, 35.20, 0 
rasp7, Tue Oct 21 04:06:51 2014, humidity, 52.50, 0 
rasp7, Tue Oct 21 04:06:51 2014, temperature, 35.20, 0 
rasp7, Tue Oct 21 04:07:51 2014, humidity, 54.70, 0 
rasp7, Tue Oct 21 04:07:51 2014, temperature, 35.20, 0 
rasp7, Tue Oct 21 04:08:51 2014, humidity, 55.10, 0 
rasp7, Tue Oct 21 04:08:51 2014, temperature, 35.20, 0 
rasp7, Tue Oct 21 04:09:51 2014, humidity, 55.90, 0 
rasp7, Tue Oct 21 04:09:51 2014, temperature, 35.20, 0 
rasp7, Tue Oct 21 04:10:51 2014, humidity, 55.80, 0 
rasp7, Tue Oct 21 04:10:51 2014, temperature, 35.20, 0 
rasp7, Tue Oct 21 04:11:51 2014, humidity, 56.30, 0 
rasp7, Tue Oct 21 04:11:51 2014, temperature, 35.20, 0 
rasp7, Tue Oct 21 04:12:51 2014, humidity, 54.10, 0 
rasp7, Tue Oct 21 04:12:51 2014, temperature, 35.20, 0 
rasp7, Tue Oct 21 04:13:51 2014, humidity, 55.70, 0 
rasp7, Tue Oct 21 04:13:51 2014, temperature, 35.20, 0 
rasp7, Tue Oct 21 04:14:51 2014, humidity, 54.70, 0 
rasp7, Tue Oct 21 04:14:51 2014, temperature, 35.20, 0 
rasp7, Tue Oct 21 04:15:51 2014, humidity, 52.10, 0 
rasp7, Tue Oct 21 04:15:51 2014, temperature, 35.20, 0 
rasp7, Tue Oct 21 04:16:51 2014, humidity, 52.40, 0 
rasp7, Tue Oct 21 04:16:51 2014, temperature, 35.20, 0 
rasp7, Tue Oct 21 04:17:51 2014, humidity, 52.70, 0 
rasp7, Tue Oct 21 04:17:51 2014, temperature, 35.10, 0 
rasp7, Tue Oct 21 04:18:51 2014, humidity, 51.10, 0 
rasp7, Tue Oct 21 04:18:51 2014, temperature, 35.20, 0 
rasp7, Tue Oct 21 04:19:51 2014, humidity, 52.90, 0 
rasp7, Tue Oct 21 04:19:51 2014, temperature, 35.10, 0 
rasp7, Tue Oct 21 04:20:51 2014, humidity, 53.70, 0 
rasp7, Tue Oct 21 04:20:51 2014, temperature, 35.10, 0 
rasp7, Tue Oct 21 04:21:51 2014, humidity, 52.60, 0 
rasp7, Tue Oct 21 04:21:51 2014, temperature, 35.20, 0 
rasp7, Tue Oct 21 04:22:51 2014, humidity, 54.00, 0 
rasp7, Tue Oct 21 04:22:51 2014, temperature, 35.10, 0 
rasp7, Tue Oct 21 04:23:51 2014, humidity, 55.20, 0 
rasp7, Tue Oct 21 04:23:51 2014, temperature, 35.10, 0 
rasp7, Tue Oct 21 04:24:51 2014, humidity, 55.10, 0 
rasp7, Tue Oct 21 04:24:51 2014, temperature, 35.20, 0 
rasp7, Tue Oct 21 04:25:51 2014, humidity, 55.90, 0 
rasp7, Tue Oct 21 04:25:51 2014, temperature, 35.20, 0 
rasp7, Tue Oct 21 04:26:51 2014, humidity, 53.90, 0 
rasp7, Tue Oct 21 04:26:51 2014, temperature, 35.20, 0 
rasp7, Tue Oct 21 04:27:51 2014, humidity, 51.70, 0 
rasp7, Tue Oct 21 04:27:51 2014, temperature, 35.20, 0 
rasp7, Tue Oct 21 04:28:51 2014, humidity, 52.20, 0 
rasp7, Tue Oct 21 04:28:51 2014, temperature, 35.20, 0 
rasp7, Tue Oct 21 04:29:51 2014, humidity, 52.20, 0 
rasp7, Tue Oct 21 04:29:51 2014, temperature, 35.20, 0 
rasp7, Tue Oct 21 04:30:51 2014, humidity, 52.60, 0 
rasp7, Tue Oct 21 04:30:51 2014, temperature, 35.20, 0 
rasp7, Tue Oct 21 04:31:51 2014, humidity, 53.40, 0 
rasp7, Tue Oct 21 04:31:51 2014, temperature, 35.20, 0 
rasp7, Tue Oct 21 04:32:51 2014, humidity, 54.50, 0 
rasp7, Tue Oct 21 04:32:51 2014, temperature, 35.20, 0 
rasp7, Tue Oct 21 04:33:51 2014, humidity, 52.60, 0 
rasp7, Tue Oct 21 04:33:51 2014, temperature, 35.20, 0 
rasp7, Tue Oct 21 04:34:51 2014, humidity, 51.90, 0 
rasp7, Tue Oct 21 04:34:51 2014, temperature, 35.30, 0 
rasp7, Tue Oct 21 04:35:51 2014, humidity, 51.10, 0 
rasp7, Tue Oct 21 04:35:51 2014, temperature, 35.20, 0 
rasp7, Tue Oct 21 04:36:51 2014, humidity, 54.00, 0 
rasp7, Tue Oct 21 04:36:51 2014, temperature, 35.20, 0 
rasp7, Tue Oct 21 04:37:51 2014, humidity, 54.10, 0 
rasp7, Tue Oct 21 04:37:51 2014, temperature, 35.30, 0 
rasp7, Tue Oct 21 04:38:51 2014, humidity, 56.40, 0 
rasp7, Tue Oct 21 04:38:51 2014, temperature, 35.30, 0 
rasp7, Tue Oct 21 04:39:51 2014, humidity, 55.70, 0 
rasp7, Tue Oct 21 04:39:51 2014, temperature, 35.30, 0 
rasp7, Tue Oct 21 04:40:51 2014, humidity, 52.00, 0 
rasp7, Tue Oct 21 04:40:51 2014, temperature, 35.30, 0 
rasp7, Tue Oct 21 04:41:51 2014, humidity, 52.40, 0 
rasp7, Tue Oct 21 04:41:51 2014, temperature, 35.30, 0 
rasp7, Tue Oct 21 04:42:51 2014, humidity, 52.90, 0 
rasp7, Tue Oct 21 04:42:51 2014, temperature, 35.30, 0 
rasp7, Tue Oct 21 04:43:51 2014, humidity, 53.10, 0 
rasp7, Tue Oct 21 04:43:51 2014, temperature, 35.30, 0 
rasp7, Tue Oct 21 04:44:51 2014, humidity, 54.10, 0 
rasp7, Tue Oct 21 04:44:51 2014, temperature, 35.40, 0 
rasp7, Tue Oct 21 04:45:51 2014, humidity, 54.80, 0 
rasp7, Tue Oct 21 04:45:51 2014, temperature, 35.40, 0 
rasp7, Tue Oct 21 04:46:51 2014, humidity, 53.90, 0 
rasp7, Tue Oct 21 04:46:51 2014, temperature, 35.40, 0 
rasp7, Tue Oct 21 04:47:51 2014, humidity, 53.30, 0 
rasp7, Tue Oct 21 04:47:51 2014, temperature, 35.40, 0 
rasp7, Tue Oct 21 04:48:51 2014, humidity, 52.80, 0 
rasp7, Tue Oct 21 04:48:51 2014, temperature, 35.40, 0 
rasp7, Tue Oct 21 04:49:51 2014, humidity, 50.00, 0 
rasp7, Tue Oct 21 04:49:51 2014, temperature, 35.40, 0 
rasp7, Tue Oct 21 04:50:51 2014, humidity, 51.10, 0 
rasp7, Tue Oct 21 04:50:51 2014, temperature, 35.40, 0 
rasp7, Tue Oct 21 04:51:51 2014, humidity, 51.10, 0 
rasp7, Tue Oct 21 04:51:51 2014, temperature, 35.40, 0 
rasp7, Tue Oct 21 04:52:51 2014, humidity, 51.20, 0 
rasp7, Tue Oct 21 04:52:51 2014, temperature, 35.40, 0 
rasp7, Tue Oct 21 04:53:51 2014, humidity, 51.60, 0 
rasp7, Tue Oct 21 04:53:51 2014, temperature, 35.40, 0 
rasp7, Tue Oct 21 04:54:51 2014, humidity, 51.80, 0 
rasp7, Tue Oct 21 04:54:51 2014, temperature, 35.40, 0 
rasp7, Tue Oct 21 04:55:51 2014, humidity, 52.70, 0 
rasp7, Tue Oct 21 04:55:51 2014, temperature, 35.40, 0 
rasp7, Tue Oct 21 04:56:51 2014, humidity, 53.90, 0 
rasp7, Tue Oct 21 04:56:51 2014, temperature, 35.40, 0 
rasp7, Tue Oct 21 04:57:51 2014, humidity, 52.70, 0 
rasp7, Tue Oct 21 04:57:51 2014, temperature, 35.40, 0 
rasp7, Tue Oct 21 04:58:51 2014, humidity, 51.80, 0 
rasp7, Tue Oct 21 04:58:51 2014, temperature, 35.40, 0 
rasp7, Tue Oct 21 04:59:51 2014, humidity, 51.80, 0 
rasp7, Tue Oct 21 04:59:51 2014, temperature, 35.40, 0 
rasp7, Tue Oct 21 05:00:51 2014, humidity, 52.60, 0 
rasp7, Tue Oct 21 05:00:51 2014, temperature, 35.40, 0 
rasp7, Tue Oct 21 05:01:51 2014, humidity, 52.60, 0 
rasp7, Tue Oct 21 05:01:51 2014, temperature, 35.40, 0 
rasp7, Tue Oct 21 05:02:51 2014, humidity, 52.40, 0 
rasp7, Tue Oct 21 05:02:51 2014, temperature, 35.40, 0 
rasp7, Tue Oct 21 05:03:51 2014, humidity, 54.00, 0 
rasp7, Tue Oct 21 05:03:51 2014, temperature, 35.40, 0 
rasp7, Tue Oct 21 05:04:51 2014, humidity, 54.10, 0 
rasp7, Tue Oct 21 05:04:51 2014, temperature, 35.40, 0 
rasp7, Tue Oct 21 05:05:51 2014, humidity, 51.20, 0 
rasp7, Tue Oct 21 05:05:51 2014, temperature, 35.40, 0 
rasp7, Tue Oct 21 05:06:51 2014, humidity, 50.50, 0 
rasp7, Tue Oct 21 05:06:51 2014, temperature, 35.40, 0 
rasp7, Tue Oct 21 05:07:51 2014, humidity, 50.00, 0 
rasp7, Tue Oct 21 05:07:51 2014, temperature, 35.30, 0 
rasp7, Tue Oct 21 05:08:51 2014, humidity, 50.20, 0 
rasp7, Tue Oct 21 05:08:51 2014, temperature, 35.30, 0 
rasp7, Tue Oct 21 05:09:51 2014, humidity, 52.00, 0 
rasp7, Tue Oct 21 05:09:51 2014, temperature, 35.30, 0 
rasp7, Tue Oct 21 05:10:51 2014, humidity, 51.80, 0 
rasp7, Tue Oct 21 05:10:51 2014, temperature, 35.30, 0 
rasp7, Tue Oct 21 05:11:51 2014, humidity, 53.10, 0 
rasp7, Tue Oct 21 05:11:51 2014, temperature, 35.40, 0 
rasp7, Tue Oct 21 05:12:51 2014, humidity, 53.40, 0 
rasp7, Tue Oct 21 05:12:51 2014, temperature, 35.40, 0 
rasp7, Tue Oct 21 05:13:51 2014, humidity, 54.30, 0 
rasp7, Tue Oct 21 05:13:51 2014, temperature, 35.30, 0 
rasp7, Tue Oct 21 05:14:51 2014, humidity, 53.70, 0 
rasp7, Tue Oct 21 05:14:51 2014, temperature, 35.30, 0 
rasp7, Tue Oct 21 05:15:51 2014, humidity, 52.80, 0 
rasp7, Tue Oct 21 05:15:51 2014, temperature, 35.40, 0 
rasp7, Tue Oct 21 05:16:51 2014, humidity, 52.00, 0 
rasp7, Tue Oct 21 05:16:51 2014, temperature, 35.30, 0 
rasp7, Tue Oct 21 05:17:51 2014, humidity, 52.40, 0 
rasp7, Tue Oct 21 05:17:51 2014, temperature, 35.30, 0 
rasp7, Tue Oct 21 05:18:51 2014, humidity, 52.30, 0 
rasp7, Tue Oct 21 05:18:51 2014, temperature, 35.40, 0 
rasp7, Tue Oct 21 05:19:51 2014, humidity, 53.10, 0 
rasp7, Tue Oct 21 05:19:51 2014, temperature, 35.30, 0 
rasp7, Tue Oct 21 05:20:51 2014, humidity, 56.10, 0 
rasp7, Tue Oct 21 05:20:51 2014, temperature, 35.30, 0 
rasp7, Tue Oct 21 05:21:51 2014, humidity, 54.20, 0 
rasp7, Tue Oct 21 05:21:51 2014, temperature, 35.30, 0 
rasp7, Tue Oct 21 05:22:51 2014, humidity, 55.20, 0 
rasp7, Tue Oct 21 05:22:51 2014, temperature, 35.30, 0 
rasp7, Tue Oct 21 05:23:51 2014, humidity, 53.10, 0 
rasp7, Tue Oct 21 05:23:51 2014, temperature, 35.30, 0 
rasp7, Tue Oct 21 05:24:51 2014, humidity, 53.20, 0 
rasp7, Tue Oct 21 05:24:51 2014, temperature, 35.30, 0 
rasp7, Tue Oct 21 05:25:51 2014, humidity, 53.70, 0 
rasp7, Tue Oct 21 05:25:51 2014, temperature, 35.30, 0 
rasp7, Tue Oct 21 05:26:51 2014, humidity, 54.50, 0 
rasp7, Tue Oct 21 05:26:51 2014, temperature, 35.30, 0 
rasp7, Tue Oct 21 05:27:51 2014, humidity, 52.30, 0 
rasp7, Tue Oct 21 05:27:51 2014, temperature, 35.30, 0 
rasp7, Tue Oct 21 05:28:51 2014, humidity, 56.40, 0 
rasp7, Tue Oct 21 05:28:51 2014, temperature, 35.30, 0 
rasp7, Tue Oct 21 05:29:51 2014, humidity, 55.80, 0 
rasp7, Tue Oct 21 05:29:51 2014, temperature, 35.30, 0 
rasp7, Tue Oct 21 05:30:51 2014, humidity, 52.60, 0 
rasp7, Tue Oct 21 05:30:51 2014, temperature, 35.30, 0 
rasp7, Tue Oct 21 05:31:51 2014, humidity, 52.80, 0 
rasp7, Tue Oct 21 05:31:51 2014, temperature, 35.30, 0 
rasp7, Tue Oct 21 05:32:51 2014, humidity, 52.80, 0 
rasp7, Tue Oct 21 05:32:51 2014, temperature, 35.30, 0 
rasp7, Tue Oct 21 05:33:51 2014, humidity, 54.60, 0 
rasp7, Tue Oct 21 05:33:51 2014, temperature, 35.30, 0 
rasp7, Tue Oct 21 05:34:51 2014, humidity, 54.10, 0 
rasp7, Tue Oct 21 05:34:51 2014, temperature, 35.30, 0 
rasp7, Tue Oct 21 05:35:51 2014, humidity, 57.10, 0 
rasp7, Tue Oct 21 05:35:51 2014, temperature, 35.30, 0 
rasp7, Tue Oct 21 05:36:51 2014, humidity, 57.80, 0 
rasp7, Tue Oct 21 05:36:51 2014, temperature, 35.40, 0 
rasp7, Tue Oct 21 05:37:51 2014, humidity, 56.00, 0 
rasp7, Tue Oct 21 05:37:51 2014, temperature, 35.30, 0 
rasp7, Tue Oct 21 05:38:51 2014, humidity, 55.40, 0 
rasp7, Tue Oct 21 05:38:51 2014, temperature, 35.40, 0 
rasp7, Tue Oct 21 05:39:51 2014, humidity, 51.60, 0 
rasp7, Tue Oct 21 05:39:51 2014, temperature, 35.40, 0 
rasp7, Tue Oct 21 05:40:51 2014, humidity, 53.10, 0 
rasp7, Tue Oct 21 05:40:51 2014, temperature, 35.40, 0 
rasp7, Tue Oct 21 05:41:51 2014, humidity, 51.50, 0 
rasp7, Tue Oct 21 05:41:51 2014, temperature, 35.30, 0 
rasp7, Tue Oct 21 05:42:51 2014, humidity, 53.70, 0 
rasp7, Tue Oct 21 05:42:51 2014, temperature, 35.40, 0 
rasp7, Tue Oct 21 05:43:51 2014, humidity, 54.00, 0 
rasp7, Tue Oct 21 05:43:51 2014, temperature, 35.40, 0 
rasp7, Tue Oct 21 05:44:51 2014, humidity, 55.40, 0 
rasp7, Tue Oct 21 05:44:51 2014, temperature, 35.40, 0 
rasp7, Tue Oct 21 05:45:51 2014, humidity, 55.20, 0 
rasp7, Tue Oct 21 05:45:51 2014, temperature, 35.30, 0 
rasp7, Tue Oct 21 05:46:51 2014, humidity, 55.40, 0 
rasp7, Tue Oct 21 05:46:51 2014, temperature, 35.40, 0 
rasp7, Tue Oct 21 05:47:51 2014, humidity, 54.80, 0 
rasp7, Tue Oct 21 05:47:51 2014, temperature, 35.40, 0 
rasp7, Tue Oct 21 05:48:51 2014, humidity, 55.60, 0 
rasp7, Tue Oct 21 05:48:51 2014, temperature, 35.40, 0 
rasp7, Tue Oct 21 05:49:51 2014, humidity, 55.10, 0 
rasp7, Tue Oct 21 05:49:51 2014, temperature, 35.40, 0 
rasp7, Tue Oct 21 05:50:51 2014, humidity, 55.60, 0 
rasp7, Tue Oct 21 05:50:51 2014, temperature, 35.40, 0 
rasp7, Tue Oct 21 05:51:51 2014, humidity, 55.80, 0 
rasp7, Tue Oct 21 05:51:51 2014, temperature, 35.40, 0 
rasp7, Tue Oct 21 05:52:51 2014, humidity, 52.40, 0 
rasp7, Tue Oct 21 05:52:51 2014, temperature, 35.40, 0 
rasp7, Tue Oct 21 05:53:51 2014, humidity, 49.50, 0 
rasp7, Tue Oct 21 05:53:51 2014, temperature, 35.40, 0 
rasp7, Tue Oct 21 05:54:51 2014, humidity, 50.70, 0 
rasp7, Tue Oct 21 05:54:51 2014, temperature, 35.40, 0 
rasp7, Tue Oct 21 05:55:51 2014, humidity, 53.30, 0 
rasp7, Tue Oct 21 05:55:51 2014, temperature, 35.40, 0 
rasp7, Tue Oct 21 05:56:51 2014, humidity, 53.30, 0 
rasp7, Tue Oct 21 05:56:51 2014, temperature, 35.40, 0 
rasp7, Tue Oct 21 05:57:51 2014, humidity, 52.30, 0 
rasp7, Tue Oct 21 05:57:51 2014, temperature, 35.40, 0 
rasp7, Tue Oct 21 05:58:51 2014, humidity, 51.90, 0 
rasp7, Tue Oct 21 05:58:51 2014, temperature, 35.40, 0 
rasp7, Tue Oct 21 05:59:51 2014, humidity, 52.90, 0 
rasp7, Tue Oct 21 05:59:51 2014, temperature, 35.40, 0 
rasp7, Tue Oct 21 06:00:51 2014, humidity, 53.70, 0 
rasp7, Tue Oct 21 06:00:51 2014, temperature, 32.20, 0 
rasp7, Tue Oct 21 06:01:51 2014, humidity, 54.70, 0 
rasp7, Tue Oct 21 06:01:51 2014, temperature, 35.40, 0 
rasp7, Tue Oct 21 06:02:51 2014, humidity, 54.80, 0 
rasp7, Tue Oct 21 06:02:51 2014, temperature, 35.40, 0 
rasp7, Tue Oct 21 06:03:51 2014, humidity, 54.40, 0 
rasp7, Tue Oct 21 06:03:51 2014, temperature, 35.40, 0 
rasp7, Tue Oct 21 06:04:51 2014, humidity, 53.00, 0 
rasp7, Tue Oct 21 06:04:51 2014, temperature, 35.40, 0 
rasp7, Tue Oct 21 06:05:51 2014, humidity, 51.00, 0 
rasp7, Tue Oct 21 06:05:51 2014, temperature, 35.30, 0 
