Prefix, Date, Type, Value, Status 
rasp1, Fri Oct 24 05:57:47 2014, humidity, 63.90, 0 
rasp1, Fri Oct 24 05:57:47 2014, temperature, 35.10, 0 
rasp1, Fri Oct 24 05:58:47 2014, humidity, 63.90, 0 
rasp1, Fri Oct 24 05:58:47 2014, temperature, 35.10, 0 
rasp1, Fri Oct 24 05:59:47 2014, humidity, 63.90, 0 
rasp1, Fri Oct 24 05:59:47 2014, temperature, 35.10, 0 
rasp1, Fri Oct 24 06:00:47 2014, humidity, 63.90, 0 
rasp1, Fri Oct 24 06:00:47 2014, temperature, 35.10, 0 
rasp1, Fri Oct 24 06:01:47 2014, humidity, 63.90, 0 
rasp1, Fri Oct 24 06:01:47 2014, temperature, 35.10, 0 
rasp1, Fri Oct 24 06:02:47 2014, humidity, 63.90, 0 
rasp1, Fri Oct 24 06:02:47 2014, temperature, 35.10, 0 
rasp1, Fri Oct 24 06:03:47 2014, humidity, 63.90, 0 
rasp1, Fri Oct 24 06:03:47 2014, temperature, 35.10, 0 
rasp1, Fri Oct 24 06:04:47 2014, humidity, 63.90, 0 
rasp1, Fri Oct 24 06:04:47 2014, temperature, 35.10, 0 
rasp1, Fri Oct 24 06:05:47 2014, humidity, 63.90, 0 
rasp1, Fri Oct 24 06:05:47 2014, temperature, 35.10, 0 
rasp1, Fri Oct 24 06:06:47 2014, humidity, 63.90, 0 
rasp1, Fri Oct 24 06:06:47 2014, temperature, 35.10, 0 
rasp1, Fri Oct 24 06:07:47 2014, humidity, 63.90, 0 
rasp1, Fri Oct 24 06:07:47 2014, temperature, 35.10, 0 
rasp1, Fri Oct 24 06:08:47 2014, humidity, 63.90, 0 
rasp1, Fri Oct 24 06:08:47 2014, temperature, 35.10, 0 
rasp1, Fri Oct 24 06:09:47 2014, humidity, 63.90, 0 
rasp1, Fri Oct 24 06:09:47 2014, temperature, 35.10, 0 
rasp1, Fri Oct 24 06:10:47 2014, humidity, 63.90, 0 
rasp1, Fri Oct 24 06:10:47 2014, temperature, 35.10, 0 
rasp1, Fri Oct 24 06:11:47 2014, humidity, 63.90, 0 
rasp1, Fri Oct 24 06:11:47 2014, temperature, 35.10, 0 
rasp1, Fri Oct 24 06:12:47 2014, humidity, 63.90, 0 
rasp1, Fri Oct 24 06:12:47 2014, temperature, 35.10, 0 
rasp1, Fri Oct 24 06:13:47 2014, humidity, 63.90, 0 
rasp1, Fri Oct 24 06:13:47 2014, temperature, 35.10, 0 
rasp1, Fri Oct 24 06:14:47 2014, humidity, 63.90, 0 
rasp1, Fri Oct 24 06:14:47 2014, temperature, 35.10, 0 
rasp1, Fri Oct 24 06:15:47 2014, humidity, 63.90, 0 
rasp1, Fri Oct 24 06:15:47 2014, temperature, 35.10, 0 
rasp1, Fri Oct 24 06:16:47 2014, humidity, 63.90, 0 
rasp1, Fri Oct 24 06:16:47 2014, temperature, 35.10, 0 
rasp1, Fri Oct 24 06:17:47 2014, humidity, 63.90, 0 
rasp1, Fri Oct 24 06:17:47 2014, temperature, 35.10, 0 
rasp1, Fri Oct 24 06:18:47 2014, humidity, 63.90, 0 
rasp1, Fri Oct 24 06:18:47 2014, temperature, 35.10, 0 
rasp1, Fri Oct 24 06:19:47 2014, humidity, 63.90, 0 
rasp1, Fri Oct 24 06:19:47 2014, temperature, 35.10, 0 
rasp1, Fri Oct 24 06:20:47 2014, humidity, 63.90, 0 
rasp1, Fri Oct 24 06:20:47 2014, temperature, 35.10, 0 
rasp1, Fri Oct 24 06:21:47 2014, humidity, 63.90, 0 
rasp1, Fri Oct 24 06:21:47 2014, temperature, 35.10, 0 
rasp1, Fri Oct 24 06:22:47 2014, humidity, 63.90, 0 
rasp1, Fri Oct 24 06:22:47 2014, temperature, 35.10, 0 
rasp1, Fri Oct 24 06:23:47 2014, humidity, 63.90, 0 
rasp1, Fri Oct 24 06:23:47 2014, temperature, 35.10, 0 
rasp1, Fri Oct 24 06:24:47 2014, humidity, 63.90, 0 
rasp1, Fri Oct 24 06:24:47 2014, temperature, 35.10, 0 
rasp1, Fri Oct 24 06:25:47 2014, humidity, 63.90, 0 
rasp1, Fri Oct 24 06:25:47 2014, temperature, 35.10, 0 
rasp1, Fri Oct 24 06:26:47 2014, humidity, 63.90, 0 
rasp1, Fri Oct 24 06:26:47 2014, temperature, 35.10, 0 
rasp1, Fri Oct 24 06:27:47 2014, humidity, 63.90, 0 
rasp1, Fri Oct 24 06:27:47 2014, temperature, 35.10, 0 
rasp1, Fri Oct 24 06:28:47 2014, humidity, 63.90, 0 
rasp1, Fri Oct 24 06:28:47 2014, temperature, 35.10, 0 
rasp1, Fri Oct 24 06:29:47 2014, humidity, 63.90, 0 
rasp1, Fri Oct 24 06:29:47 2014, temperature, 35.10, 0 
rasp1, Fri Oct 24 06:30:47 2014, humidity, 63.90, 0 
rasp1, Fri Oct 24 06:30:47 2014, temperature, 35.10, 0 
rasp1, Fri Oct 24 06:31:47 2014, humidity, 63.90, 0 
rasp1, Fri Oct 24 06:31:47 2014, temperature, 35.10, 0 
rasp1, Fri Oct 24 06:32:47 2014, humidity, 63.90, 0 
rasp1, Fri Oct 24 06:32:47 2014, temperature, 35.10, 0 
rasp1, Fri Oct 24 06:33:47 2014, humidity, 63.90, 0 
rasp1, Fri Oct 24 06:33:47 2014, temperature, 35.10, 0 
rasp1, Fri Oct 24 06:34:47 2014, humidity, 63.90, 0 
rasp1, Fri Oct 24 06:34:47 2014, temperature, 35.10, 0 
rasp1, Fri Oct 24 06:35:47 2014, humidity, 63.90, 0 
rasp1, Fri Oct 24 06:35:47 2014, temperature, 35.10, 0 
rasp1, Fri Oct 24 06:36:47 2014, humidity, 63.90, 0 
rasp1, Fri Oct 24 06:36:47 2014, temperature, 35.10, 0 
rasp1, Fri Oct 24 06:37:47 2014, humidity, 63.90, 0 
rasp1, Fri Oct 24 06:37:47 2014, temperature, 35.10, 0 
rasp1, Fri Oct 24 06:38:47 2014, humidity, 63.90, 0 
rasp1, Fri Oct 24 06:38:47 2014, temperature, 35.10, 0 
rasp1, Fri Oct 24 06:39:47 2014, humidity, 63.90, 0 
rasp1, Fri Oct 24 06:39:47 2014, temperature, 35.10, 0 
rasp1, Fri Oct 24 06:40:47 2014, humidity, 63.90, 0 
rasp1, Fri Oct 24 06:40:47 2014, temperature, 35.10, 0 
rasp1, Fri Oct 24 06:41:47 2014, humidity, 63.90, 0 
rasp1, Fri Oct 24 06:41:47 2014, temperature, 35.10, 0 
rasp1, Fri Oct 24 06:42:47 2014, humidity, 63.90, 0 
rasp1, Fri Oct 24 06:42:47 2014, temperature, 35.10, 0 
rasp1, Fri Oct 24 06:43:47 2014, humidity, 63.90, 0 
rasp1, Fri Oct 24 06:43:47 2014, temperature, 35.10, 0 
rasp1, Fri Oct 24 06:44:47 2014, humidity, 63.90, 0 
rasp1, Fri Oct 24 06:44:47 2014, temperature, 35.10, 0 
rasp1, Fri Oct 24 06:45:47 2014, humidity, 63.90, 0 
rasp1, Fri Oct 24 06:45:47 2014, temperature, 35.10, 0 
rasp1, Fri Oct 24 06:46:47 2014, humidity, 63.90, 0 
rasp1, Fri Oct 24 06:46:47 2014, temperature, 35.10, 0 
rasp1, Fri Oct 24 06:47:47 2014, humidity, 63.90, 0 
rasp1, Fri Oct 24 06:47:47 2014, temperature, 35.10, 0 
rasp1, Fri Oct 24 06:48:47 2014, humidity, 63.90, 0 
rasp1, Fri Oct 24 06:48:47 2014, temperature, 35.10, 0 
rasp1, Fri Oct 24 06:49:47 2014, humidity, 63.90, 0 
rasp1, Fri Oct 24 06:49:47 2014, temperature, 35.10, 0 
rasp1, Fri Oct 24 06:50:47 2014, humidity, 63.90, 0 
rasp1, Fri Oct 24 06:50:47 2014, temperature, 35.10, 0 
rasp1, Fri Oct 24 06:51:47 2014, humidity, 63.90, 0 
rasp1, Fri Oct 24 06:51:47 2014, temperature, 35.10, 0 
rasp1, Fri Oct 24 06:52:47 2014, humidity, 63.90, 0 
rasp1, Fri Oct 24 06:52:47 2014, temperature, 35.10, 0 
rasp1, Fri Oct 24 06:53:47 2014, humidity, 63.90, 0 
rasp1, Fri Oct 24 06:53:47 2014, temperature, 35.10, 0 
rasp1, Fri Oct 24 06:54:47 2014, humidity, 63.90, 0 
rasp1, Fri Oct 24 06:54:47 2014, temperature, 35.10, 0 
rasp1, Fri Oct 24 06:55:47 2014, humidity, 63.90, 0 
rasp1, Fri Oct 24 06:55:47 2014, temperature, 35.10, 0 
rasp1, Fri Oct 24 06:56:47 2014, humidity, 63.90, 0 
rasp1, Fri Oct 24 06:56:47 2014, temperature, 35.10, 0 
rasp1, Fri Oct 24 06:57:47 2014, humidity, 63.90, 0 
rasp1, Fri Oct 24 06:57:47 2014, temperature, 35.10, 0 
rasp1, Fri Oct 24 06:58:47 2014, humidity, 63.90, 0 
rasp1, Fri Oct 24 06:58:47 2014, temperature, 35.10, 0 
rasp1, Fri Oct 24 06:59:47 2014, humidity, 63.90, 0 
rasp1, Fri Oct 24 06:59:47 2014, temperature, 35.10, 0 
rasp1, Fri Oct 24 07:00:47 2014, humidity, 63.90, 0 
rasp1, Fri Oct 24 07:00:47 2014, temperature, 35.10, 0 
rasp1, Fri Oct 24 07:01:47 2014, humidity, 63.90, 0 
rasp1, Fri Oct 24 07:01:47 2014, temperature, 35.10, 0 
rasp1, Fri Oct 24 07:02:47 2014, humidity, 63.90, 0 
rasp1, Fri Oct 24 07:02:47 2014, temperature, 35.10, 0 
rasp1, Fri Oct 24 07:03:47 2014, humidity, 63.90, 0 
rasp1, Fri Oct 24 07:03:47 2014, temperature, 35.10, 0 
rasp1, Fri Oct 24 07:04:47 2014, humidity, 63.90, 0 
rasp1, Fri Oct 24 07:04:47 2014, temperature, 35.10, 0 
rasp1, Fri Oct 24 07:05:47 2014, humidity, 63.90, 0 
rasp1, Fri Oct 24 07:05:47 2014, temperature, 35.10, 0 
rasp1, Fri Oct 24 07:06:47 2014, humidity, 63.90, 0 
rasp1, Fri Oct 24 07:06:47 2014, temperature, 35.10, 0 
rasp1, Fri Oct 24 07:07:47 2014, humidity, 63.90, 0 
rasp1, Fri Oct 24 07:07:47 2014, temperature, 35.10, 0 
rasp1, Fri Oct 24 07:08:47 2014, humidity, 63.90, 0 
rasp1, Fri Oct 24 07:08:47 2014, temperature, 35.10, 0 
rasp1, Fri Oct 24 07:09:47 2014, humidity, 63.90, 0 
rasp1, Fri Oct 24 07:09:47 2014, temperature, 35.10, 0 
rasp1, Fri Oct 24 07:10:47 2014, humidity, 63.90, 0 
rasp1, Fri Oct 24 07:10:47 2014, temperature, 35.10, 0 
rasp1, Fri Oct 24 07:11:47 2014, humidity, 63.90, 0 
rasp1, Fri Oct 24 07:11:47 2014, temperature, 35.10, 0 
rasp1, Fri Oct 24 07:12:47 2014, humidity, 63.90, 0 
rasp1, Fri Oct 24 07:12:47 2014, temperature, 35.10, 0 
rasp1, Fri Oct 24 07:13:47 2014, humidity, 63.90, 0 
rasp1, Fri Oct 24 07:13:47 2014, temperature, 35.10, 0 
rasp1, Fri Oct 24 07:14:47 2014, humidity, 63.90, 0 
rasp1, Fri Oct 24 07:14:47 2014, temperature, 35.10, 0 
rasp1, Fri Oct 24 07:15:47 2014, humidity, 63.90, 0 
rasp1, Fri Oct 24 07:15:47 2014, temperature, 35.10, 0 
rasp1, Fri Oct 24 07:16:47 2014, humidity, 63.90, 0 
rasp1, Fri Oct 24 07:16:47 2014, temperature, 35.10, 0 
rasp1, Fri Oct 24 07:17:47 2014, humidity, 63.90, 0 
rasp1, Fri Oct 24 07:17:47 2014, temperature, 35.10, 0 
rasp1, Fri Oct 24 07:18:47 2014, humidity, 63.90, 0 
rasp1, Fri Oct 24 07:18:47 2014, temperature, 35.10, 0 
rasp1, Fri Oct 24 07:19:47 2014, humidity, 63.90, 0 
rasp1, Fri Oct 24 07:19:47 2014, temperature, 35.10, 0 
rasp1, Fri Oct 24 07:20:47 2014, humidity, 63.90, 0 
rasp1, Fri Oct 24 07:20:47 2014, temperature, 35.10, 0 
rasp1, Fri Oct 24 07:21:47 2014, humidity, 63.90, 0 
rasp1, Fri Oct 24 07:21:47 2014, temperature, 35.10, 0 
rasp1, Fri Oct 24 07:22:47 2014, humidity, 63.90, 0 
rasp1, Fri Oct 24 07:22:47 2014, temperature, 35.10, 0 
rasp1, Fri Oct 24 07:23:47 2014, humidity, 63.90, 0 
rasp1, Fri Oct 24 07:23:47 2014, temperature, 35.10, 0 
rasp1, Fri Oct 24 07:24:47 2014, humidity, 63.90, 0 
rasp1, Fri Oct 24 07:24:47 2014, temperature, 35.10, 0 
rasp1, Fri Oct 24 07:25:47 2014, humidity, 63.90, 0 
rasp1, Fri Oct 24 07:25:47 2014, temperature, 35.10, 0 
rasp1, Fri Oct 24 07:26:47 2014, humidity, 63.90, 0 
rasp1, Fri Oct 24 07:26:47 2014, temperature, 35.10, 0 
rasp1, Fri Oct 24 07:27:47 2014, humidity, 63.90, 0 
rasp1, Fri Oct 24 07:27:47 2014, temperature, 35.10, 0 
rasp1, Fri Oct 24 07:28:47 2014, humidity, 63.90, 0 
rasp1, Fri Oct 24 07:28:47 2014, temperature, 35.10, 0 
rasp1, Fri Oct 24 07:29:47 2014, humidity, 63.90, 0 
rasp1, Fri Oct 24 07:29:47 2014, temperature, 35.10, 0 
rasp1, Fri Oct 24 07:30:47 2014, humidity, 63.90, 0 
rasp1, Fri Oct 24 07:30:47 2014, temperature, 35.10, 0 
rasp1, Fri Oct 24 07:31:47 2014, humidity, 63.90, 0 
rasp1, Fri Oct 24 07:31:47 2014, temperature, 35.10, 0 
rasp1, Fri Oct 24 07:32:47 2014, humidity, 63.90, 0 
rasp1, Fri Oct 24 07:32:47 2014, temperature, 35.10, 0 
rasp1, Fri Oct 24 07:33:47 2014, humidity, 63.90, 0 
rasp1, Fri Oct 24 07:33:47 2014, temperature, 35.10, 0 
rasp1, Fri Oct 24 07:34:47 2014, humidity, 63.90, 0 
rasp1, Fri Oct 24 07:34:47 2014, temperature, 35.10, 0 
rasp1, Fri Oct 24 07:35:47 2014, humidity, 63.90, 0 
rasp1, Fri Oct 24 07:35:47 2014, temperature, 35.10, 0 
rasp1, Fri Oct 24 07:36:47 2014, humidity, 63.90, 0 
rasp1, Fri Oct 24 07:36:47 2014, temperature, 35.10, 0 
rasp1, Fri Oct 24 07:37:47 2014, humidity, 63.90, 0 
rasp1, Fri Oct 24 07:37:47 2014, temperature, 35.10, 0 
rasp1, Fri Oct 24 07:38:47 2014, humidity, 63.90, 0 
rasp1, Fri Oct 24 07:38:47 2014, temperature, 35.10, 0 
rasp1, Fri Oct 24 07:39:47 2014, humidity, 63.90, 0 
rasp1, Fri Oct 24 07:39:47 2014, temperature, 35.10, 0 
rasp1, Fri Oct 24 07:40:47 2014, humidity, 63.90, 0 
rasp1, Fri Oct 24 07:40:47 2014, temperature, 35.10, 0 
rasp1, Fri Oct 24 07:41:47 2014, humidity, 63.90, 0 
rasp1, Fri Oct 24 07:41:47 2014, temperature, 35.10, 0 
rasp1, Fri Oct 24 07:42:47 2014, humidity, 63.90, 0 
rasp1, Fri Oct 24 07:42:47 2014, temperature, 35.10, 0 
rasp1, Fri Oct 24 07:43:47 2014, humidity, 63.90, 0 
rasp1, Fri Oct 24 07:43:47 2014, temperature, 35.10, 0 
rasp1, Fri Oct 24 07:44:47 2014, humidity, 63.90, 0 
rasp1, Fri Oct 24 07:44:47 2014, temperature, 35.10, 0 
rasp1, Fri Oct 24 07:45:47 2014, humidity, 63.90, 0 
rasp1, Fri Oct 24 07:45:47 2014, temperature, 35.10, 0 
rasp1, Fri Oct 24 07:46:47 2014, humidity, 63.90, 0 
rasp1, Fri Oct 24 07:46:47 2014, temperature, 35.10, 0 
rasp1, Fri Oct 24 07:47:47 2014, humidity, 63.90, 0 
rasp1, Fri Oct 24 07:47:47 2014, temperature, 35.10, 0 
rasp1, Fri Oct 24 07:48:47 2014, humidity, 63.90, 0 
rasp1, Fri Oct 24 07:48:47 2014, temperature, 35.10, 0 
rasp1, Fri Oct 24 07:49:47 2014, humidity, 63.90, 0 
rasp1, Fri Oct 24 07:49:47 2014, temperature, 35.10, 0 
rasp1, Fri Oct 24 07:50:47 2014, humidity, 63.90, 0 
rasp1, Fri Oct 24 07:50:47 2014, temperature, 35.10, 0 
rasp1, Fri Oct 24 07:51:47 2014, humidity, 63.90, 0 
rasp1, Fri Oct 24 07:51:47 2014, temperature, 35.10, 0 
rasp1, Fri Oct 24 07:52:47 2014, humidity, 63.90, 0 
rasp1, Fri Oct 24 07:52:47 2014, temperature, 35.10, 0 
rasp1, Fri Oct 24 07:53:47 2014, humidity, 63.90, 0 
rasp1, Fri Oct 24 07:53:47 2014, temperature, 35.10, 0 
rasp1, Fri Oct 24 07:54:47 2014, humidity, 63.90, 0 
rasp1, Fri Oct 24 07:54:47 2014, temperature, 35.10, 0 
rasp1, Fri Oct 24 07:55:47 2014, humidity, 63.90, 0 
rasp1, Fri Oct 24 07:55:47 2014, temperature, 35.10, 0 
rasp1, Fri Oct 24 07:56:47 2014, humidity, 63.90, 0 
rasp1, Fri Oct 24 07:56:47 2014, temperature, 35.10, 0 
rasp1, Fri Oct 24 07:57:47 2014, humidity, 63.90, 0 
rasp1, Fri Oct 24 07:57:47 2014, temperature, 35.10, 0 
rasp1, Fri Oct 24 07:58:47 2014, humidity, 63.90, 0 
rasp1, Fri Oct 24 07:58:47 2014, temperature, 35.10, 0 
rasp1, Fri Oct 24 07:59:47 2014, humidity, 63.90, 0 
rasp1, Fri Oct 24 07:59:47 2014, temperature, 35.10, 0 
rasp1, Fri Oct 24 08:00:47 2014, humidity, 63.90, 0 
rasp1, Fri Oct 24 08:00:47 2014, temperature, 35.10, 0 
rasp1, Fri Oct 24 08:01:47 2014, humidity, 63.90, 0 
rasp1, Fri Oct 24 08:01:47 2014, temperature, 35.10, 0 
rasp1, Fri Oct 24 08:02:47 2014, humidity, 63.90, 0 
rasp1, Fri Oct 24 08:02:47 2014, temperature, 35.10, 0 
rasp1, Fri Oct 24 08:03:47 2014, humidity, 63.90, 0 
rasp1, Fri Oct 24 08:03:47 2014, temperature, 35.10, 0 
rasp1, Fri Oct 24 08:04:47 2014, humidity, 63.90, 0 
rasp1, Fri Oct 24 08:04:47 2014, temperature, 35.10, 0 
rasp1, Fri Oct 24 08:05:47 2014, humidity, 63.90, 0 
rasp1, Fri Oct 24 08:05:47 2014, temperature, 35.10, 0 
rasp1, Fri Oct 24 08:06:47 2014, humidity, 63.90, 0 
rasp1, Fri Oct 24 08:06:47 2014, temperature, 35.10, 0 
rasp1, Fri Oct 24 08:07:47 2014, humidity, 63.90, 0 
rasp1, Fri Oct 24 08:07:47 2014, temperature, 35.10, 0 
rasp1, Fri Oct 24 08:08:47 2014, humidity, 63.90, 0 
rasp1, Fri Oct 24 08:08:47 2014, temperature, 35.10, 0 
rasp1, Fri Oct 24 08:09:47 2014, humidity, 63.90, 0 
rasp1, Fri Oct 24 08:09:47 2014, temperature, 35.10, 0 
rasp1, Fri Oct 24 08:10:47 2014, humidity, 63.90, 0 
rasp1, Fri Oct 24 08:10:47 2014, temperature, 35.10, 0 
rasp1, Fri Oct 24 08:11:47 2014, humidity, 63.90, 0 
rasp1, Fri Oct 24 08:11:47 2014, temperature, 35.10, 0 
rasp1, Fri Oct 24 08:12:47 2014, humidity, 63.90, 0 
rasp1, Fri Oct 24 08:12:47 2014, temperature, 35.10, 0 
rasp1, Fri Oct 24 08:13:47 2014, humidity, 63.90, 0 
rasp1, Fri Oct 24 08:13:47 2014, temperature, 35.10, 0 
rasp1, Fri Oct 24 08:14:47 2014, humidity, 63.90, 0 
rasp1, Fri Oct 24 08:14:47 2014, temperature, 35.10, 0 
rasp1, Fri Oct 24 08:15:47 2014, humidity, 63.90, 0 
rasp1, Fri Oct 24 08:15:47 2014, temperature, 35.10, 0 
rasp1, Fri Oct 24 08:16:47 2014, humidity, 63.90, 0 
rasp1, Fri Oct 24 08:16:47 2014, temperature, 35.10, 0 
rasp1, Fri Oct 24 08:17:47 2014, humidity, 63.90, 0 
rasp1, Fri Oct 24 08:17:47 2014, temperature, 35.10, 0 
rasp1, Fri Oct 24 08:18:47 2014, humidity, 63.90, 0 
rasp1, Fri Oct 24 08:18:47 2014, temperature, 35.10, 0 
rasp1, Fri Oct 24 08:19:47 2014, humidity, 63.90, 0 
rasp1, Fri Oct 24 08:19:47 2014, temperature, 35.10, 0 
rasp1, Fri Oct 24 08:20:47 2014, humidity, 63.90, 0 
rasp1, Fri Oct 24 08:20:47 2014, temperature, 35.10, 0 
rasp1, Fri Oct 24 08:21:47 2014, humidity, 63.90, 0 
rasp1, Fri Oct 24 08:21:47 2014, temperature, 35.10, 0 
rasp1, Fri Oct 24 08:22:47 2014, humidity, 63.90, 0 
rasp1, Fri Oct 24 08:22:47 2014, temperature, 35.10, 0 
rasp1, Fri Oct 24 08:23:47 2014, humidity, 63.90, 0 
rasp1, Fri Oct 24 08:23:47 2014, temperature, 35.10, 0 
rasp1, Fri Oct 24 08:24:47 2014, humidity, 63.90, 0 
rasp1, Fri Oct 24 08:24:47 2014, temperature, 35.10, 0 
rasp1, Fri Oct 24 08:25:47 2014, humidity, 63.90, 0 
rasp1, Fri Oct 24 08:25:47 2014, temperature, 35.10, 0 
rasp1, Fri Oct 24 08:26:47 2014, humidity, 63.90, 0 
rasp1, Fri Oct 24 08:26:47 2014, temperature, 35.10, 0 
rasp1, Fri Oct 24 08:27:47 2014, humidity, 63.90, 0 
rasp1, Fri Oct 24 08:27:47 2014, temperature, 35.10, 0 
rasp1, Fri Oct 24 08:28:47 2014, humidity, 63.90, 0 
rasp1, Fri Oct 24 08:28:47 2014, temperature, 35.10, 0 
rasp1, Fri Oct 24 08:29:47 2014, humidity, 63.90, 0 
rasp1, Fri Oct 24 08:29:47 2014, temperature, 35.10, 0 
rasp1, Fri Oct 24 08:30:47 2014, humidity, 63.90, 0 
rasp1, Fri Oct 24 08:30:47 2014, temperature, 35.10, 0 
rasp1, Fri Oct 24 08:31:48 2014, humidity, 63.90, 0 
rasp1, Fri Oct 24 08:31:48 2014, temperature, 35.10, 0 
rasp1, Fri Oct 24 08:32:48 2014, humidity, 63.90, 0 
rasp1, Fri Oct 24 08:32:48 2014, temperature, 35.10, 0 
rasp1, Fri Oct 24 08:33:48 2014, humidity, 63.90, 0 
rasp1, Fri Oct 24 08:33:48 2014, temperature, 35.10, 0 
rasp1, Fri Oct 24 08:34:48 2014, humidity, 63.90, 0 
rasp1, Fri Oct 24 08:34:48 2014, temperature, 35.10, 0 
rasp1, Fri Oct 24 08:35:48 2014, humidity, 63.90, 0 
rasp1, Fri Oct 24 08:35:48 2014, temperature, 35.10, 0 
rasp1, Fri Oct 24 08:36:48 2014, humidity, 63.90, 0 
rasp1, Fri Oct 24 08:36:48 2014, temperature, 35.10, 0 
rasp1, Fri Oct 24 08:37:48 2014, humidity, 63.90, 0 
rasp1, Fri Oct 24 08:37:48 2014, temperature, 35.10, 0 
rasp1, Fri Oct 24 08:38:48 2014, humidity, 63.90, 0 
rasp1, Fri Oct 24 08:38:48 2014, temperature, 35.10, 0 
rasp1, Fri Oct 24 08:39:48 2014, humidity, 63.90, 0 
rasp1, Fri Oct 24 08:39:48 2014, temperature, 35.10, 0 
rasp1, Fri Oct 24 08:40:48 2014, humidity, 63.90, 0 
rasp1, Fri Oct 24 08:40:48 2014, temperature, 35.10, 0 
rasp1, Fri Oct 24 08:41:48 2014, humidity, 63.90, 0 
rasp1, Fri Oct 24 08:41:48 2014, temperature, 35.10, 0 
rasp1, Fri Oct 24 08:42:48 2014, humidity, 63.90, 0 
rasp1, Fri Oct 24 08:42:48 2014, temperature, 35.10, 0 
rasp1, Fri Oct 24 08:43:48 2014, humidity, 63.90, 0 
rasp1, Fri Oct 24 08:43:48 2014, temperature, 35.10, 0 
rasp1, Fri Oct 24 08:44:48 2014, humidity, 63.90, 0 
rasp1, Fri Oct 24 08:44:48 2014, temperature, 35.10, 0 
rasp1, Fri Oct 24 08:45:48 2014, humidity, 63.90, 0 
rasp1, Fri Oct 24 08:45:48 2014, temperature, 35.10, 0 
rasp1, Fri Oct 24 08:46:48 2014, humidity, 63.90, 0 
rasp1, Fri Oct 24 08:46:48 2014, temperature, 35.10, 0 
rasp1, Fri Oct 24 08:47:48 2014, humidity, 63.90, 0 
rasp1, Fri Oct 24 08:47:48 2014, temperature, 35.10, 0 
rasp1, Fri Oct 24 08:48:48 2014, humidity, 63.90, 0 
rasp1, Fri Oct 24 08:48:48 2014, temperature, 35.10, 0 
rasp1, Fri Oct 24 08:49:48 2014, humidity, 63.90, 0 
rasp1, Fri Oct 24 08:49:48 2014, temperature, 35.10, 0 
rasp1, Fri Oct 24 08:50:48 2014, humidity, 63.90, 0 
rasp1, Fri Oct 24 08:50:48 2014, temperature, 35.10, 0 
rasp1, Fri Oct 24 08:51:48 2014, humidity, 63.90, 0 
rasp1, Fri Oct 24 08:51:48 2014, temperature, 35.10, 0 
rasp1, Fri Oct 24 08:52:48 2014, humidity, 63.90, 0 
rasp1, Fri Oct 24 08:52:48 2014, temperature, 35.10, 0 
rasp1, Fri Oct 24 08:53:48 2014, humidity, 63.90, 0 
rasp1, Fri Oct 24 08:53:48 2014, temperature, 35.10, 0 
rasp1, Fri Oct 24 08:54:48 2014, humidity, 63.90, 0 
rasp1, Fri Oct 24 08:54:48 2014, temperature, 35.10, 0 
rasp1, Fri Oct 24 08:55:48 2014, humidity, 63.90, 0 
rasp1, Fri Oct 24 08:55:48 2014, temperature, 35.10, 0 
rasp1, Fri Oct 24 08:56:48 2014, humidity, 63.90, 0 
rasp1, Fri Oct 24 08:56:48 2014, temperature, 35.10, 0 
rasp1, Fri Oct 24 08:57:48 2014, humidity, 63.90, 0 
rasp1, Fri Oct 24 08:57:48 2014, temperature, 35.10, 0 
rasp1, Fri Oct 24 08:58:48 2014, humidity, 63.90, 0 
rasp1, Fri Oct 24 08:58:48 2014, temperature, 35.10, 0 
rasp1, Fri Oct 24 08:59:48 2014, humidity, 63.90, 0 
rasp1, Fri Oct 24 08:59:48 2014, temperature, 35.10, 0 
rasp1, Fri Oct 24 09:00:48 2014, humidity, 63.90, 0 
rasp1, Fri Oct 24 09:00:48 2014, temperature, 35.10, 0 
rasp1, Fri Oct 24 09:01:48 2014, humidity, 63.90, 0 
rasp1, Fri Oct 24 09:01:48 2014, temperature, 35.10, 0 
rasp1, Fri Oct 24 09:02:48 2014, humidity, 63.90, 0 
rasp1, Fri Oct 24 09:02:48 2014, temperature, 35.10, 0 
rasp1, Fri Oct 24 09:03:48 2014, humidity, 63.90, 0 
rasp1, Fri Oct 24 09:03:48 2014, temperature, 35.10, 0 
rasp1, Fri Oct 24 09:04:48 2014, humidity, 63.90, 0 
rasp1, Fri Oct 24 09:04:48 2014, temperature, 35.10, 0 
rasp1, Fri Oct 24 09:05:48 2014, humidity, 63.90, 0 
rasp1, Fri Oct 24 09:05:48 2014, temperature, 35.10, 0 
rasp1, Fri Oct 24 09:06:48 2014, humidity, 63.90, 0 
rasp1, Fri Oct 24 09:06:48 2014, temperature, 35.10, 0 
rasp1, Fri Oct 24 09:07:48 2014, humidity, 63.90, 0 
rasp1, Fri Oct 24 09:07:48 2014, temperature, 35.10, 0 
rasp1, Fri Oct 24 09:08:48 2014, humidity, 63.90, 0 
rasp1, Fri Oct 24 09:08:48 2014, temperature, 35.10, 0 
rasp1, Fri Oct 24 09:09:48 2014, humidity, 63.90, 0 
rasp1, Fri Oct 24 09:09:48 2014, temperature, 35.10, 0 
rasp1, Fri Oct 24 09:10:48 2014, humidity, 63.90, 0 
rasp1, Fri Oct 24 09:10:48 2014, temperature, 35.10, 0 
