Prefix	Date	Type	Value	Status	nodeIP
rasp1	Fri Aug 29 22:39:45 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Fri Aug 29 22:40:45 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Fri Aug 29 22:41:45 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Fri Aug 29 22:42:45 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Fri Aug 29 22:43:45 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Fri Aug 29 22:44:45 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Fri Aug 29 22:45:45 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Fri Aug 29 22:46:45 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Fri Aug 29 22:47:45 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Fri Aug 29 22:48:45 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Fri Aug 29 22:49:45 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Fri Aug 29 22:50:45 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Fri Aug 29 22:51:45 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Fri Aug 29 22:52:45 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Fri Aug 29 22:53:45 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Fri Aug 29 22:54:45 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Fri Aug 29 22:55:45 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Fri Aug 29 22:56:45 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Fri Aug 29 22:57:45 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Fri Aug 29 22:58:45 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Fri Aug 29 22:59:45 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Fri Aug 29 23:00:45 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Fri Aug 29 23:01:45 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Fri Aug 29 23:02:45 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Fri Aug 29 23:03:45 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Fri Aug 29 23:04:45 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Fri Aug 29 23:05:45 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Fri Aug 29 23:06:45 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Fri Aug 29 23:07:45 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Fri Aug 29 23:08:45 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Fri Aug 29 23:09:45 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Fri Aug 29 23:10:45 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Fri Aug 29 23:11:45 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Fri Aug 29 23:12:45 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Fri Aug 29 23:13:45 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Fri Aug 29 23:14:45 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Fri Aug 29 23:15:45 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Fri Aug 29 23:16:45 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Fri Aug 29 23:17:45 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Fri Aug 29 23:18:45 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Fri Aug 29 23:19:45 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Fri Aug 29 23:20:45 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Fri Aug 29 23:21:45 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Fri Aug 29 23:22:45 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Fri Aug 29 23:23:45 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Fri Aug 29 23:24:45 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Fri Aug 29 23:25:45 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Fri Aug 29 23:26:45 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Fri Aug 29 23:27:45 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Fri Aug 29 23:28:45 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Fri Aug 29 23:29:45 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Fri Aug 29 23:30:46 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Fri Aug 29 23:31:46 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Fri Aug 29 23:32:46 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Fri Aug 29 23:33:46 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Fri Aug 29 23:34:46 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Fri Aug 29 23:35:46 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Fri Aug 29 23:36:46 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Fri Aug 29 23:37:46 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Fri Aug 29 23:38:46 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Fri Aug 29 23:39:46 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Fri Aug 29 23:40:46 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Fri Aug 29 23:41:46 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Fri Aug 29 23:42:46 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Fri Aug 29 23:43:46 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Fri Aug 29 23:44:46 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Fri Aug 29 23:45:46 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Fri Aug 29 23:46:46 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Fri Aug 29 23:47:46 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Fri Aug 29 23:48:46 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Fri Aug 29 23:49:46 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Fri Aug 29 23:50:46 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Fri Aug 29 23:51:46 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Fri Aug 29 23:52:46 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Fri Aug 29 23:53:46 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Fri Aug 29 23:54:46 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Fri Aug 29 23:55:46 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Fri Aug 29 23:56:46 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Fri Aug 29 23:57:46 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Fri Aug 29 23:58:46 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Fri Aug 29 23:59:46 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Sat Aug 30 00:00:46 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Sat Aug 30 00:01:46 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Sat Aug 30 00:02:46 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Sat Aug 30 00:03:46 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Sat Aug 30 00:04:46 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Sat Aug 30 00:05:46 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Sat Aug 30 00:06:46 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Sat Aug 30 00:07:46 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Sat Aug 30 00:08:46 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Sat Aug 30 00:09:46 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Sat Aug 30 00:10:46 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Sat Aug 30 00:11:46 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Sat Aug 30 00:12:46 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Sat Aug 30 00:13:46 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Sat Aug 30 00:14:46 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Sat Aug 30 00:15:46 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Sat Aug 30 00:16:46 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Sat Aug 30 00:17:46 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Sat Aug 30 00:18:46 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Sat Aug 30 00:19:46 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Sat Aug 30 00:20:46 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Sat Aug 30 00:21:46 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Sat Aug 30 00:22:46 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Sat Aug 30 00:23:46 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Sat Aug 30 00:24:46 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Sat Aug 30 00:25:46 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Sat Aug 30 00:26:46 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Sat Aug 30 00:27:46 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Sat Aug 30 00:28:46 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Sat Aug 30 00:29:46 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Sat Aug 30 00:30:46 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Sat Aug 30 00:31:46 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Sat Aug 30 00:32:46 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Sat Aug 30 00:33:46 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Sat Aug 30 00:34:46 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Sat Aug 30 00:35:46 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Sat Aug 30 00:36:46 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Sat Aug 30 00:37:46 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Sat Aug 30 00:38:46 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Sat Aug 30 00:39:46 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Sat Aug 30 00:40:46 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Sat Aug 30 00:41:46 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Sat Aug 30 00:42:46 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Sat Aug 30 00:43:46 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Sat Aug 30 00:44:46 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Sat Aug 30 00:45:46 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Sat Aug 30 00:46:46 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Sat Aug 30 00:47:46 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Sat Aug 30 00:48:46 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Sat Aug 30 00:49:46 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Sat Aug 30 00:50:46 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Sat Aug 30 00:51:46 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Sat Aug 30 00:52:46 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Sat Aug 30 00:53:46 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Sat Aug 30 00:54:46 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Sat Aug 30 00:55:46 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Sat Aug 30 00:56:46 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Sat Aug 30 00:57:46 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Sat Aug 30 00:58:46 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Sat Aug 30 00:59:46 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Sat Aug 30 01:00:46 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Sat Aug 30 01:01:46 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Sat Aug 30 01:02:46 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Sat Aug 30 01:03:46 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Sat Aug 30 01:04:46 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Sat Aug 30 01:05:46 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Sat Aug 30 01:06:46 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Sat Aug 30 01:07:46 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Sat Aug 30 01:08:46 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Sat Aug 30 01:09:46 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Sat Aug 30 01:10:46 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Sat Aug 30 01:11:46 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Sat Aug 30 01:12:46 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Sat Aug 30 01:13:46 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Sat Aug 30 01:14:46 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Sat Aug 30 01:15:46 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Sat Aug 30 01:16:46 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Sat Aug 30 01:17:46 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Sat Aug 30 01:18:46 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Sat Aug 30 01:19:46 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Sat Aug 30 01:20:46 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Sat Aug 30 01:21:46 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Sat Aug 30 01:22:46 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Sat Aug 30 01:23:46 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Sat Aug 30 01:24:46 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Sat Aug 30 01:25:46 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Sat Aug 30 01:26:46 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Sat Aug 30 01:27:46 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Sat Aug 30 01:28:46 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Sat Aug 30 01:29:46 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Sat Aug 30 01:30:46 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Sat Aug 30 01:31:46 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Sat Aug 30 01:32:46 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Sat Aug 30 01:33:46 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Sat Aug 30 01:34:46 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Sat Aug 30 01:35:46 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Sat Aug 30 01:36:46 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Sat Aug 30 01:37:46 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Sat Aug 30 01:38:46 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Sat Aug 30 01:39:46 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Sat Aug 30 01:40:46 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Sat Aug 30 01:41:46 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Sat Aug 30 01:42:46 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Sat Aug 30 01:43:46 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Sat Aug 30 01:44:46 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Sat Aug 30 01:45:46 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Sat Aug 30 01:46:46 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Sat Aug 30 01:47:46 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Sat Aug 30 01:48:46 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Sat Aug 30 01:49:46 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Sat Aug 30 01:50:46 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Sat Aug 30 01:51:46 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Sat Aug 30 01:52:46 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Sat Aug 30 01:53:46 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Sat Aug 30 01:54:46 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Sat Aug 30 01:55:46 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Sat Aug 30 01:56:46 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Sat Aug 30 01:57:46 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Sat Aug 30 01:58:46 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Sat Aug 30 01:59:46 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Sat Aug 30 02:00:46 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Sat Aug 30 02:01:46 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Sat Aug 30 02:02:46 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Sat Aug 30 02:03:46 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Sat Aug 30 02:04:46 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Sat Aug 30 02:05:46 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Sat Aug 30 02:06:46 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Sat Aug 30 02:07:46 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Sat Aug 30 02:08:46 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Sat Aug 30 02:09:46 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Sat Aug 30 02:10:46 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Sat Aug 30 02:11:46 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Sat Aug 30 02:12:46 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Sat Aug 30 02:13:46 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Sat Aug 30 02:14:46 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Sat Aug 30 02:15:46 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Sat Aug 30 02:16:46 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Sat Aug 30 02:17:46 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Sat Aug 30 02:18:46 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Sat Aug 30 02:19:46 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Sat Aug 30 02:20:46 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Sat Aug 30 02:21:46 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Sat Aug 30 02:22:47 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Sat Aug 30 02:23:47 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Sat Aug 30 02:24:47 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Sat Aug 30 02:25:47 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Sat Aug 30 02:26:47 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Sat Aug 30 02:27:47 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Sat Aug 30 02:28:47 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Sat Aug 30 02:29:47 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Sat Aug 30 02:30:47 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Sat Aug 30 02:31:47 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Sat Aug 30 02:32:47 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Sat Aug 30 02:33:47 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Sat Aug 30 02:34:47 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Sat Aug 30 02:35:47 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Sat Aug 30 02:36:47 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Sat Aug 30 02:37:47 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Sat Aug 30 02:38:47 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Sat Aug 30 02:39:47 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Sat Aug 30 02:40:47 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Sat Aug 30 02:41:47 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Sat Aug 30 02:42:47 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Sat Aug 30 02:43:47 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Sat Aug 30 02:44:47 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Sat Aug 30 02:45:47 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Sat Aug 30 02:46:47 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Sat Aug 30 02:47:47 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Sat Aug 30 02:48:47 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Sat Aug 30 02:49:47 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Sat Aug 30 02:50:47 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Sat Aug 30 02:51:47 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Sat Aug 30 02:52:47 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Sat Aug 30 02:53:47 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Sat Aug 30 02:54:47 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Sat Aug 30 02:55:47 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Sat Aug 30 02:56:47 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Sat Aug 30 02:57:47 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Sat Aug 30 02:58:47 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Sat Aug 30 02:59:47 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Sat Aug 30 03:00:47 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Sat Aug 30 03:01:47 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Sat Aug 30 03:02:47 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Sat Aug 30 03:03:47 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Sat Aug 30 03:04:47 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Sat Aug 30 03:05:47 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Sat Aug 30 03:06:47 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Sat Aug 30 03:07:47 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Sat Aug 30 03:08:47 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Sat Aug 30 03:09:47 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Sat Aug 30 03:10:47 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Sat Aug 30 03:11:47 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Sat Aug 30 03:12:47 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Sat Aug 30 03:13:47 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Sat Aug 30 03:14:47 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Sat Aug 30 03:15:47 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Sat Aug 30 03:16:47 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Sat Aug 30 03:17:47 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Sat Aug 30 03:18:47 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Sat Aug 30 03:19:47 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Sat Aug 30 03:20:47 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Sat Aug 30 03:21:47 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Sat Aug 30 03:22:47 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Sat Aug 30 03:23:47 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
