Prefix	Date	Type	Value	Status	nodeIP
rasp1	Thu Aug 28 17:55:35 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 17:56:35 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 17:57:35 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 17:58:35 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 17:59:35 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 18:00:35 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 18:01:35 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 18:02:35 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 18:03:35 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 18:04:35 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 18:05:35 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 18:06:35 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 18:07:35 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 18:08:35 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 18:09:35 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 18:10:35 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 18:11:35 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 18:12:35 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 18:13:35 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 18:14:35 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 18:15:35 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 18:16:35 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 18:17:35 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 18:18:35 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 18:19:35 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 18:20:35 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 18:21:35 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 18:22:35 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 18:23:35 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 18:24:35 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 18:25:35 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 18:26:35 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 18:27:35 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 18:28:35 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 18:29:35 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 18:30:35 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 18:31:35 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 18:32:35 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 18:33:35 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 18:34:35 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 18:35:35 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 18:36:35 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 18:37:35 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 18:38:35 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 18:39:35 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 18:40:35 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 18:41:35 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 18:42:35 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 18:43:35 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 18:44:35 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 18:45:35 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 18:46:35 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 18:47:35 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 18:48:35 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 18:49:35 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 18:50:35 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 18:51:35 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 18:52:35 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 18:53:35 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 18:54:35 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 18:55:35 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 18:56:35 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 18:57:35 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 18:58:35 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 18:59:35 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 19:00:35 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 19:01:35 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 19:02:35 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 19:03:35 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 19:04:35 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 19:05:36 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 19:06:36 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 19:07:36 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 19:08:36 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 19:09:36 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 19:10:36 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 19:11:36 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 19:12:36 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 19:13:36 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 19:14:36 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 19:15:36 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 19:16:36 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 19:17:36 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 19:18:36 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 19:19:36 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 19:20:36 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 19:21:36 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 19:22:36 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 19:23:36 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 19:24:36 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 19:25:36 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 19:26:36 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 19:27:36 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 19:28:36 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 19:29:36 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 19:30:36 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 19:31:36 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 19:32:36 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 19:33:36 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 19:34:36 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 19:35:36 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 19:36:36 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 19:37:36 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 19:38:36 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 19:39:36 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 19:40:36 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 19:41:36 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 19:42:36 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 19:43:36 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 19:44:36 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 19:45:36 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 19:46:36 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 19:47:36 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 19:48:36 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 19:49:36 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 19:50:36 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 19:51:36 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 19:52:36 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 19:53:36 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 19:54:36 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 19:55:36 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 19:56:36 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 19:57:36 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 19:58:36 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 19:59:36 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 20:00:36 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 20:01:36 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 20:02:36 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 20:03:36 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 20:04:36 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 20:05:36 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 20:06:36 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 20:07:36 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 20:08:36 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 20:09:36 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 20:10:36 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 20:11:36 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 20:12:36 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 20:13:36 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 20:14:36 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 20:15:36 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 20:16:36 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 20:17:36 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 20:18:36 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 20:19:36 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 20:20:36 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 20:21:36 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 20:22:36 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 20:23:36 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 20:24:36 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 20:25:36 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 20:26:36 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 20:27:36 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 20:28:36 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 20:29:36 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 20:30:36 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 20:31:36 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 20:32:36 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 20:33:36 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 20:34:36 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 20:35:36 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 20:36:36 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 20:37:36 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 20:38:36 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 20:39:36 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 20:40:36 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 20:41:36 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 20:42:36 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 20:43:36 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 20:44:36 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 20:45:36 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 20:46:36 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 20:47:36 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 20:48:36 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 20:49:36 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 20:50:36 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 20:51:36 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 20:52:36 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 20:53:36 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 20:54:36 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 20:55:36 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 20:56:36 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 20:57:36 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 20:58:36 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 20:59:36 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 21:00:36 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 21:01:36 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 21:02:36 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 21:03:36 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 21:04:36 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 21:05:36 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 21:06:36 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 21:07:36 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 21:08:36 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 21:09:36 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 21:10:36 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 21:11:36 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 21:12:36 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 21:13:36 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 21:14:36 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 21:15:36 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 21:16:36 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 21:17:36 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 21:18:36 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 21:19:36 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 21:20:36 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 21:21:36 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 21:22:36 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 21:23:36 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 21:24:36 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 21:25:36 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 21:26:36 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 21:27:36 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 21:28:36 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 21:29:36 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 21:30:36 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 21:31:36 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 21:32:36 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 21:33:36 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 21:34:36 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 21:35:36 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 21:36:36 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 21:37:36 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 21:38:36 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 21:39:36 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 21:40:36 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 21:41:36 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 21:42:36 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 21:43:36 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 21:44:36 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 21:45:36 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 21:46:36 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 21:47:36 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 21:48:36 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 21:49:36 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 21:50:36 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 21:51:36 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 21:52:36 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 21:53:36 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 21:54:36 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 21:55:36 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 21:56:36 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 21:57:36 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 21:58:37 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 21:59:37 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 22:00:37 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 22:01:37 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 22:02:37 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 22:03:37 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 22:04:37 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 22:05:37 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 22:06:37 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 22:07:37 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 22:08:37 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 22:09:37 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 22:10:37 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 22:11:37 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 22:12:37 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 22:13:37 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 22:14:37 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 22:15:37 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 22:16:37 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 22:17:37 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 22:18:37 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 22:19:37 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 22:20:37 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 22:21:37 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 22:22:37 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 22:23:37 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 22:24:37 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 22:25:37 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 22:26:37 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 22:27:37 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 22:28:37 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 22:29:37 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 22:30:37 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 22:31:37 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 22:32:37 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 22:33:37 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 22:34:37 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 22:35:37 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 22:36:37 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 22:37:37 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 22:38:37 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
rasp1	Thu Aug 28 22:39:37 2014	temperature	36	2	[0#3#5#6#6#5#0#7]
